Sl.No,Transaction ID,Product,Price/Unit,Quantity,Total Spent,Payment Method,Purchase_Mode,Transaction Date,Discount Applied,Transaction_Month_Name,Transaction Day,Transaction Quarter,Revenue,Avg_Spend/Unit,Top sales,Bulk Order,Product Price Band
196,TXN_8973416,Butchers,23.0,6.0,138.0,Cash,In-store,2022-09-10,True,September,Saturday,3,Medium,23.0,0,0,Medium
197,TXN_5487046,Computers and electric accessories,32.0,9.0,288.0,Cash,Online,2022-06-06,False,June,Monday,2,High,32.0,1,0,High
198,TXN_5945222,Butchers,33.5,5.0,167.5,Digital Wallet,In-store,2024-08-11,False,August,Sunday,3,High,33.5,0,0,High
199,TXN_1334483,Computers and electric accessories,20.0,3.0,60.0,Cash,Online,2023-07-17,False,July,Monday,3,Low,20.0,0,0,Medium
200,TXN_8777313,Food,41.0,3.0,123.0,Digital Wallet,In-store,2023-04-20,False,April,Thursday,2,Medium,41.0,0,0,High
201,TXN_2690179,Electric household essentials,21.5,2.0,43.0,Digital Wallet,In-store,2023-09-09,True,September,Saturday,3,Low,21.5,0,0,Medium
202,TXN_2795990,Electric household essentials,36.5,2.0,73.0,Digital Wallet,In-store,2024-07-15,False,July,Monday,3,Medium,36.5,0,0,High
203,TXN_1402493,Furniture,39.5,5.0,197.5,Credit Card,In-store,2024-11-27,Unknown,November,Wednesday,4,High,39.5,1,0,High
204,TXN_2438514,Patisserie,23.0,3.0,69.0,Digital Wallet,Online,2024-02-13,True,February,Tuesday,1,Low,23.0,0,0,Medium
205,TXN_6229786,Food,30.5,2.0,61.0,Cash,In-store,2022-01-20,False,January,Thursday,1,Low,30.5,0,0,High
206,TXN_6490151,Computers and electric accessories,35.0,4.0,140.0,Digital Wallet,In-store,2024-10-17,False,October,Thursday,4,Medium,35.0,0,0,High
207,TXN_9331694,Computers and electric accessories,6.5,8.0,52.0,Credit Card,Online,2023-12-09,False,December,Saturday,4,Low,6.5,0,0,Low
208,TXN_8547389,Electric household essentials,29.0,4.0,116.0,Cash,Online,2022-05-26,False,May,Thursday,2,Medium,29.0,0,0,Medium
209,TXN_7324151,Computers and electric accessories,35.0,2.0,70.0,Credit Card,In-store,2024-08-30,False,August,Friday,3,Medium,35.0,0,0,High
210,TXN_1588276,Butchers,15.5,3.0,46.5,Digital Wallet,In-store,2022-10-08,Unknown,October,Saturday,4,Low,15.5,0,0,Low
211,TXN_6590263,Patisserie,5.0,7.0,35.0,Digital Wallet,Online,2024-12-11,False,December,Wednesday,4,Low,5.0,0,0,Low
212,TXN_2251132,Food,12.5,4.0,50.0,Cash,Online,2024-07-15,False,July,Monday,3,Low,12.5,0,0,Low
213,TXN_1048755,Butchers,41.0,3.0,123.0,Credit Card,Online,2024-10-06,True,October,Sunday,4,Medium,41.0,0,0,High
214,TXN_2530704,Butchers,38.0,2.0,76.0,Digital Wallet,In-store,2024-01-04,False,January,Thursday,1,Medium,38.0,0,0,High
215,TXN_7804271,Patisserie,23.0,8.0,184.0,Cash,Online,2023-02-10,Unknown,February,Friday,1,High,23.0,0,0,Medium
216,TXN_6926974,Computers and electric accessories,9.5,5.0,47.5,Credit Card,Online,2024-10-16,Unknown,October,Wednesday,4,Low,9.5,0,0,Low
217,TXN_1722933,Computers and electric accessories,35.0,7.0,245.0,Cash,Online,2023-08-12,False,August,Saturday,3,High,35.0,1,0,High
218,TXN_5846723,Patisserie,18.5,3.0,55.5,Cash,In-store,2024-01-28,False,January,Sunday,1,Low,18.5,0,0,Low
219,TXN_8759839,Milk Products,6.5,1.0,6.5,Digital Wallet,Online,2024-06-03,False,June,Monday,2,Low,6.5,0,0,Low
220,TXN_1747548,Beverages,41.0,2.0,82.0,Digital Wallet,Online,2024-11-06,Unknown,November,Wednesday,4,Medium,41.0,0,0,High
221,TXN_2202698,Milk Products,15.5,6.0,93.0,Digital Wallet,In-store,2022-08-18,False,August,Thursday,3,Medium,15.5,0,0,Low
222,TXN_7296074,Computers and electric accessories,30.5,5.0,152.5,Credit Card,Online,2022-10-09,True,October,Sunday,4,Medium,30.5,0,0,High
223,TXN_8786633,Patisserie,39.5,3.0,118.5,Credit Card,Online,2022-09-14,Unknown,September,Wednesday,3,Medium,39.5,0,0,High
224,TXN_4174281,Butchers,5.0,7.0,35.0,Digital Wallet,In-store,2023-04-18,Unknown,April,Tuesday,2,Low,5.0,0,0,Low
225,TXN_3866783,Food,41.0,3.0,123.0,Credit Card,In-store,2022-03-27,False,March,Sunday,1,Medium,41.0,0,0,High
226,TXN_9048177,Patisserie,12.5,2.0,25.0,Digital Wallet,In-store,2023-11-03,False,November,Friday,4,Low,12.5,0,0,Low
227,TXN_8842339,Beverages,21.5,8.0,172.0,Digital Wallet,In-store,2023-05-14,False,May,Sunday,2,High,21.5,0,0,Medium
228,TXN_6288602,Butchers,35.0,8.0,280.0,Credit Card,In-store,2023-11-28,True,November,Tuesday,4,High,35.0,1,0,High
229,TXN_3805794,Butchers,38.0,5.0,190.0,Credit Card,Online,2024-08-29,Unknown,August,Thursday,3,High,38.0,0,0,High
230,TXN_5488509,Butchers,27.5,7.0,192.5,Digital Wallet,Online,2022-02-12,False,February,Saturday,1,High,27.5,1,0,Medium
231,TXN_1811555,Food,30.5,6.0,183.0,Cash,Online,2023-07-31,Unknown,July,Monday,3,High,30.5,0,0,High
232,TXN_4878744,Electric household essentials,18.5,4.0,74.0,Digital Wallet,Online,2022-06-26,Unknown,June,Sunday,2,Medium,18.5,0,0,Low
233,TXN_9246169,Electric household essentials,38.0,6.0,228.0,Cash,Online,2023-08-16,False,August,Wednesday,3,High,38.0,1,0,High
234,TXN_3303186,Food,11.0,6.0,66.0,Credit Card,In-store,2022-06-10,Unknown,June,Friday,2,Low,11.0,0,0,Low
235,TXN_8503614,Electric household essentials,35.0,3.0,105.0,Credit Card,Online,2022-12-14,True,December,Wednesday,4,Medium,35.0,0,0,High
236,TXN_7214951,Beverages,41.0,5.0,205.0,Cash,In-store,2023-10-12,Unknown,October,Thursday,4,High,41.0,1,0,High
237,TXN_7423171,Food,21.5,7.0,150.5,Digital Wallet,In-store,2024-09-13,False,September,Friday,3,Medium,21.5,0,0,Medium
238,TXN_1583510,Computers and electric accessories,11.0,10.0,110.0,Cash,Online,2024-01-29,Unknown,January,Monday,1,Medium,11.0,0,0,Low
239,TXN_7443511,Milk Products,5.0,2.0,10.0,Digital Wallet,Online,2023-05-07,True,May,Sunday,2,Low,5.0,0,0,Low
240,TXN_4394615,Milk Products,9.5,2.0,19.0,Credit Card,In-store,2024-10-20,False,October,Sunday,4,Low,9.5,0,0,Low
241,TXN_3755291,Milk Products,6.5,1.0,6.5,Cash,Online,2022-11-15,Unknown,November,Tuesday,4,Low,6.5,0,0,Low
242,TXN_3557501,Food,8.0,6.0,48.0,Credit Card,In-store,2024-01-10,False,January,Wednesday,1,Low,8.0,0,0,Low
243,TXN_9827245,Electric household essentials,35.0,5.0,175.0,Digital Wallet,Online,2022-04-12,False,April,Tuesday,2,High,35.0,0,0,High
244,TXN_3187729,Electric household essentials,41.0,9.0,369.0,Digital Wallet,In-store,2024-06-25,Unknown,June,Tuesday,2,High,41.0,1,0,High
245,TXN_9667841,Patisserie,36.5,7.0,255.5,Digital Wallet,Online,2024-06-05,Unknown,June,Wednesday,2,High,36.5,1,0,High
246,TXN_3433195,Electric household essentials,23.0,7.0,161.0,Cash,Online,2023-03-30,Unknown,March,Thursday,1,High,23.0,0,0,Medium
247,TXN_4731761,Beverages,12.5,3.0,37.5,Credit Card,In-store,2024-08-19,False,August,Monday,3,Low,12.5,0,0,Low
248,TXN_6339738,Butchers,21.5,7.0,150.5,Credit Card,In-store,2022-04-01,Unknown,April,Friday,2,Medium,21.5,0,0,Medium
249,TXN_8912717,Milk Products,6.5,10.0,65.0,Credit Card,In-store,2022-07-28,Unknown,July,Thursday,3,Low,6.5,0,0,Low
250,TXN_9840878,Computers and electric accessories,17.0,10.0,170.0,Digital Wallet,In-store,2023-10-17,Unknown,October,Tuesday,4,High,17.0,0,0,Low
251,TXN_8186195,Beverages,15.5,5.0,77.5,Digital Wallet,Online,2023-02-19,True,February,Sunday,1,Medium,15.5,0,0,Low
252,TXN_9410785,Furniture,12.5,6.0,75.0,Digital Wallet,Online,2024-01-14,False,January,Sunday,1,Medium,12.5,0,0,Low
253,TXN_1536301,Food,18.5,7.0,129.5,Cash,In-store,2023-06-12,False,June,Monday,2,Medium,18.5,0,0,Low
254,TXN_6001621,Furniture,15.5,1.0,15.5,Credit Card,In-store,2022-10-09,Unknown,October,Sunday,4,Low,15.5,0,0,Low
255,TXN_2077907,Furniture,24.5,1.0,24.5,Digital Wallet,In-store,2022-06-20,Unknown,June,Monday,2,Low,24.5,0,0,Medium
256,TXN_6429566,Milk Products,39.5,3.0,118.5,Cash,Online,2023-03-08,Unknown,March,Wednesday,1,Medium,39.5,0,0,High
257,TXN_4476611,Food,24.5,6.0,147.0,Credit Card,Online,2023-03-01,True,March,Wednesday,1,Medium,24.5,0,0,Medium
258,TXN_9130896,Food,20.0,6.0,120.0,Digital Wallet,In-store,2022-05-17,Unknown,May,Tuesday,2,Medium,20.0,0,0,Medium
259,TXN_4547031,Patisserie,12.5,3.0,37.5,Cash,In-store,2024-03-27,False,March,Wednesday,1,Low,12.5,0,0,Low
260,TXN_6923046,Butchers,21.5,1.0,21.5,Credit Card,Online,2023-08-22,False,August,Tuesday,3,Low,21.5,0,0,Medium
261,TXN_5461118,Butchers,15.5,3.0,46.5,Credit Card,In-store,2024-08-20,True,August,Tuesday,3,Low,15.5,0,0,Low
262,TXN_8574406,Furniture,15.5,5.0,77.5,Credit Card,In-store,2024-05-23,True,May,Thursday,2,Medium,15.5,0,0,Low
263,TXN_4459526,Milk Products,8.0,9.0,72.0,Cash,In-store,2022-01-03,False,January,Monday,1,Medium,8.0,0,0,Low
264,TXN_9538956,Computers and electric accessories,11.0,5.0,55.0,Cash,In-store,2022-02-22,Unknown,February,Tuesday,1,Low,11.0,0,0,Low
265,TXN_7160998,Computers and electric accessories,5.0,7.0,35.0,Credit Card,Online,2022-02-08,True,February,Tuesday,1,Low,5.0,0,0,Low
266,TXN_6906173,Patisserie,14.0,7.0,98.0,Cash,Online,2024-11-04,Unknown,November,Monday,4,Medium,14.0,0,0,Low
267,TXN_3317964,Milk Products,15.5,2.0,31.0,Digital Wallet,In-store,2024-07-01,Unknown,July,Monday,3,Low,15.5,0,0,Low
268,TXN_4654673,Butchers,38.0,1.0,38.0,Cash,In-store,2024-09-14,Unknown,September,Saturday,3,Low,38.0,0,0,High
269,TXN_9684703,Computers and electric accessories,12.5,1.0,12.5,Digital Wallet,In-store,2024-02-05,False,February,Monday,1,Low,12.5,0,0,Low
270,TXN_7571093,Milk Products,23.0,9.0,207.0,Digital Wallet,In-store,2022-11-18,Unknown,November,Friday,4,High,23.0,1,0,Medium
271,TXN_1130823,Computers and electric accessories,17.0,10.0,170.0,Credit Card,In-store,2024-11-02,Unknown,November,Saturday,4,High,17.0,0,0,Low
272,TXN_2655759,Furniture,41.0,3.0,123.0,Cash,In-store,2024-09-18,Unknown,September,Wednesday,3,Medium,41.0,0,0,High
273,TXN_8878269,Computers and electric accessories,32.0,4.0,128.0,Cash,In-store,2024-12-08,False,December,Sunday,4,Medium,32.0,0,0,High
274,TXN_5481124,Furniture,26.0,9.0,234.0,Cash,In-store,2022-01-14,False,January,Friday,1,High,26.0,1,0,Medium
275,TXN_3191741,Patisserie,26.0,9.0,234.0,Digital Wallet,In-store,2024-11-17,False,November,Sunday,4,High,26.0,1,0,Medium
276,TXN_3096445,Computers and electric accessories,32.0,6.0,192.0,Digital Wallet,In-store,2024-06-25,Unknown,June,Tuesday,2,High,32.0,0,0,High
277,TXN_8404227,Beverages,6.5,9.0,58.5,Digital Wallet,Online,2023-12-29,Unknown,December,Friday,4,Low,6.5,0,0,Low
278,TXN_2374689,Beverages,6.5,1.0,6.5,Cash,In-store,2024-05-21,Unknown,May,Tuesday,2,Low,6.5,0,0,Low
279,TXN_9469962,Beverages,23.0,6.0,138.0,Cash,Online,2024-02-26,False,February,Monday,1,Medium,23.0,0,0,Medium
280,TXN_5072173,Computers and electric accessories,18.5,7.0,129.5,Digital Wallet,Online,2024-09-21,True,September,Saturday,3,Medium,18.5,0,0,Low
281,TXN_4944574,Patisserie,39.5,6.0,237.0,Digital Wallet,Online,2024-04-11,Unknown,April,Thursday,2,High,39.5,1,0,High
282,TXN_5293933,Computers and electric accessories,11.0,5.0,55.0,Cash,In-store,2022-12-06,False,December,Tuesday,4,Low,11.0,0,0,Low
283,TXN_7801513,Electric household essentials,11.0,6.0,66.0,Digital Wallet,In-store,2022-09-21,True,September,Wednesday,3,Low,11.0,0,0,Low
284,TXN_8685820,Beverages,5.0,10.0,50.0,Digital Wallet,Online,2023-03-23,Unknown,March,Thursday,1,Low,5.0,0,0,Low
285,TXN_1729525,Beverages,38.0,7.0,266.0,Digital Wallet,In-store,2022-11-10,False,November,Thursday,4,High,38.0,1,0,High
286,TXN_2593560,Butchers,23.0,6.0,138.0,Cash,In-store,2023-07-07,True,July,Friday,3,Medium,23.0,0,0,Medium
287,TXN_6961502,Butchers,29.0,1.0,29.0,Digital Wallet,In-store,2022-11-09,False,November,Wednesday,4,Low,29.0,0,0,Medium
288,TXN_8817119,Butchers,33.5,5.0,167.5,Credit Card,Online,2024-04-27,True,April,Saturday,2,High,33.5,0,0,High
289,TXN_4160315,Milk Products,32.0,9.0,288.0,Digital Wallet,Online,2022-08-20,Unknown,August,Saturday,3,High,32.0,1,0,High
290,TXN_5438923,Milk Products,39.5,4.0,158.0,Credit Card,Online,2023-07-21,False,July,Friday,3,Medium,39.5,0,0,High
291,TXN_8838958,Computers and electric accessories,15.5,6.0,93.0,Cash,In-store,2024-11-08,Unknown,November,Friday,4,Medium,15.5,0,0,Low
292,TXN_5911306,Milk Products,23.0,8.0,184.0,Digital Wallet,Online,2022-10-10,True,October,Monday,4,High,23.0,0,0,Medium
293,TXN_8714034,Electric household essentials,12.5,4.0,50.0,Digital Wallet,In-store,2023-01-07,True,January,Saturday,1,Low,12.5,0,0,Low
294,TXN_5960646,Beverages,8.0,8.0,64.0,Digital Wallet,Online,2024-03-18,True,March,Monday,1,Low,8.0,0,0,Low
295,TXN_1839621,Butchers,15.5,1.0,15.5,Digital Wallet,Online,2024-04-07,True,April,Sunday,2,Low,15.5,0,0,Low
296,TXN_5944361,Milk Products,32.0,4.0,128.0,Credit Card,In-store,2022-10-10,False,October,Monday,4,Medium,32.0,0,0,High
297,TXN_7159417,Food,23.0,5.0,115.0,Cash,In-store,2024-03-14,False,March,Thursday,1,Medium,23.0,0,0,Medium
298,TXN_3759367,Beverages,32.0,1.0,32.0,Digital Wallet,In-store,2023-05-07,True,May,Sunday,2,Low,32.0,0,0,High
299,TXN_1676564,Furniture,6.5,6.0,39.0,Digital Wallet,Online,2024-06-18,True,June,Tuesday,2,Low,6.5,0,0,Low
300,TXN_7493896,Electric household essentials,20.0,4.0,80.0,Cash,In-store,2024-12-07,True,December,Saturday,4,Medium,20.0,0,0,Medium
301,TXN_9279646,Milk Products,17.0,7.0,119.0,Credit Card,Online,2022-10-11,Unknown,October,Tuesday,4,Medium,17.0,0,0,Low
302,TXN_2080115,Butchers,39.5,7.0,276.5,Cash,Online,2024-01-05,True,January,Friday,1,High,39.5,1,0,High
303,TXN_2634868,Patisserie,20.0,4.0,80.0,Cash,In-store,2024-06-26,False,June,Wednesday,2,Medium,20.0,0,0,Medium
304,TXN_9937190,Food,23.0,3.0,69.0,Digital Wallet,In-store,2023-07-14,False,July,Friday,3,Low,23.0,0,0,Medium
305,TXN_9222292,Furniture,39.5,9.0,355.5,Digital Wallet,In-store,2024-12-25,False,December,Wednesday,4,High,39.5,1,0,High
306,TXN_3841425,Milk Products,15.5,6.0,93.0,Credit Card,In-store,2024-10-01,Unknown,October,Tuesday,4,Medium,15.5,0,0,Low
307,TXN_3427896,Patisserie,21.5,3.0,64.5,Cash,In-store,2024-12-26,Unknown,December,Thursday,4,Low,21.5,0,0,Medium
308,TXN_7315614,Furniture,26.0,10.0,260.0,Digital Wallet,In-store,2024-02-10,Unknown,February,Saturday,1,High,26.0,1,0,Medium
309,TXN_5441868,Furniture,11.0,5.0,55.0,Digital Wallet,Online,2022-03-07,Unknown,March,Monday,1,Low,11.0,0,0,Low
310,TXN_5275517,Food,29.0,8.0,232.0,Cash,Online,2024-11-29,True,November,Friday,4,High,29.0,1,0,Medium
311,TXN_6260961,Electric household essentials,41.0,1.0,41.0,Cash,In-store,2024-10-25,Unknown,October,Friday,4,Low,41.0,0,0,High
312,TXN_2139409,Food,23.0,9.0,207.0,Digital Wallet,Online,2022-05-21,Unknown,May,Saturday,2,High,23.0,1,0,Medium
313,TXN_5343433,Computers and electric accessories,32.0,7.0,224.0,Credit Card,Online,2022-12-11,True,December,Sunday,4,High,32.0,1,0,High
314,TXN_7425133,Patisserie,33.5,10.0,335.0,Cash,In-store,2024-05-21,False,May,Tuesday,2,High,33.5,1,0,High
315,TXN_8793391,Beverages,6.5,8.0,52.0,Credit Card,Online,2024-04-14,True,April,Sunday,2,Low,6.5,0,0,Low
316,TXN_5940844,Beverages,32.0,2.0,64.0,Credit Card,In-store,2023-09-12,Unknown,September,Tuesday,3,Low,32.0,0,0,High
317,TXN_3357122,Butchers,36.5,2.0,73.0,Credit Card,Online,2024-02-19,False,February,Monday,1,Medium,36.5,0,0,High
318,TXN_8846811,Butchers,35.0,1.0,35.0,Digital Wallet,Online,2022-09-06,False,September,Tuesday,3,Low,35.0,0,0,High
319,TXN_6576457,Patisserie,17.0,10.0,170.0,Credit Card,In-store,2022-03-17,True,March,Thursday,1,High,17.0,0,0,Low
320,TXN_4581475,Computers and electric accessories,20.0,6.0,120.0,Credit Card,In-store,2023-06-16,True,June,Friday,2,Medium,20.0,0,0,Medium
321,TXN_6582130,Electric household essentials,23.0,9.0,207.0,Digital Wallet,Online,2024-12-25,False,December,Wednesday,4,High,23.0,1,0,Medium
322,TXN_2910621,Beverages,18.5,10.0,185.0,Digital Wallet,In-store,2023-03-05,False,March,Sunday,1,High,18.5,0,0,Low
323,TXN_9627402,Butchers,8.0,10.0,80.0,Cash,Online,2022-02-23,False,February,Wednesday,1,Medium,8.0,0,0,Low
324,TXN_6676210,Computers and electric accessories,29.0,8.0,232.0,Digital Wallet,Online,2023-11-27,Unknown,November,Monday,4,High,29.0,1,0,Medium
325,TXN_5351535,Patisserie,41.0,8.0,328.0,Cash,In-store,2024-10-15,True,October,Tuesday,4,High,41.0,1,0,High
326,TXN_4435938,Electric household essentials,23.0,4.0,92.0,Credit Card,In-store,2023-08-06,False,August,Sunday,3,Medium,23.0,0,0,Medium
327,TXN_4181012,Patisserie,15.5,6.0,93.0,Cash,Online,2024-06-24,Unknown,June,Monday,2,Medium,15.5,0,0,Low
328,TXN_1475212,Beverages,20.0,6.0,120.0,Cash,Online,2023-10-14,Unknown,October,Saturday,4,Medium,20.0,0,0,Medium
329,TXN_9755626,Patisserie,20.0,3.0,60.0,Digital Wallet,Online,2023-01-31,False,January,Tuesday,1,Low,20.0,0,0,Medium
330,TXN_3842430,Food,30.5,8.0,244.0,Credit Card,In-store,2023-03-04,True,March,Saturday,1,High,30.5,1,0,High
331,TXN_1102128,Furniture,11.0,3.0,33.0,Credit Card,In-store,2024-05-01,False,May,Wednesday,2,Low,11.0,0,0,Low
332,TXN_4351153,Food,17.0,6.0,102.0,Cash,In-store,2024-12-07,False,December,Saturday,4,Medium,17.0,0,0,Low
333,TXN_5823559,Furniture,39.5,1.0,39.5,Digital Wallet,In-store,2024-01-17,False,January,Wednesday,1,Low,39.5,0,0,High
334,TXN_6830801,Milk Products,12.5,3.0,37.5,Credit Card,In-store,2022-05-20,False,May,Friday,2,Low,12.5,0,0,Low
335,TXN_7480229,Furniture,39.5,6.0,237.0,Credit Card,In-store,2022-01-22,True,January,Saturday,1,High,39.5,1,0,High
336,TXN_9970141,Electric household essentials,5.0,3.0,15.0,Cash,In-store,2023-07-03,False,July,Monday,3,Low,5.0,0,0,Low
337,TXN_1841098,Food,33.5,2.0,67.0,Cash,In-store,2023-10-22,False,October,Sunday,4,Low,33.5,0,0,High
338,TXN_2496138,Food,11.0,6.0,66.0,Cash,Online,2023-10-04,Unknown,October,Wednesday,4,Low,11.0,0,0,Low
339,TXN_9041908,Electric household essentials,41.0,8.0,328.0,Cash,Online,2022-06-22,Unknown,June,Wednesday,2,High,41.0,1,0,High
340,TXN_6035994,Beverages,12.5,8.0,100.0,Credit Card,In-store,2024-10-30,Unknown,October,Wednesday,4,Medium,12.5,0,0,Low
341,TXN_3834320,Beverages,24.5,6.0,147.0,Cash,In-store,2022-11-08,True,November,Tuesday,4,Medium,24.5,0,0,Medium
342,TXN_3456177,Butchers,23.0,3.0,69.0,Credit Card,Online,2023-06-23,True,June,Friday,2,Low,23.0,0,0,Medium
343,TXN_6615809,Computers and electric accessories,15.5,6.0,93.0,Credit Card,In-store,2023-06-22,True,June,Thursday,2,Medium,15.5,0,0,Low
344,TXN_9583800,Electric household essentials,21.5,2.0,43.0,Cash,Online,2023-09-18,Unknown,September,Monday,3,Low,21.5,0,0,Medium
345,TXN_8870473,Milk Products,23.0,1.0,23.0,Credit Card,In-store,2023-05-29,False,May,Monday,2,Low,23.0,0,0,Medium
346,TXN_9933625,Patisserie,33.5,8.0,268.0,Cash,Online,2022-11-02,True,November,Wednesday,4,High,33.5,1,0,High
347,TXN_3668440,Butchers,8.0,2.0,16.0,Cash,In-store,2022-01-18,True,January,Tuesday,1,Low,8.0,0,0,Low
348,TXN_4255841,Computers and electric accessories,36.5,9.0,328.5,Credit Card,Online,2023-08-12,False,August,Saturday,3,High,36.5,1,0,High
349,TXN_1795154,Computers and electric accessories,18.5,7.0,129.5,Digital Wallet,In-store,2023-06-14,True,June,Wednesday,2,Medium,18.5,0,0,Low
350,TXN_3717384,Food,24.5,6.0,147.0,Cash,In-store,2023-05-11,False,May,Thursday,2,Medium,24.5,0,0,Medium
351,TXN_9616213,Furniture,39.5,3.0,118.5,Credit Card,Online,2023-03-11,True,March,Saturday,1,Medium,39.5,0,0,High
352,TXN_7043807,Furniture,23.0,7.0,161.0,Digital Wallet,In-store,2022-02-07,Unknown,February,Monday,1,High,23.0,0,0,Medium
353,TXN_6728454,Milk Products,39.5,3.0,118.5,Credit Card,Online,2023-10-17,True,October,Tuesday,4,Medium,39.5,0,0,High
354,TXN_4322217,Computers and electric accessories,30.5,2.0,61.0,Digital Wallet,In-store,2024-11-23,True,November,Saturday,4,Low,30.5,0,0,High
355,TXN_2151215,Butchers,11.0,4.0,44.0,Cash,In-store,2023-11-24,False,November,Friday,4,Low,11.0,0,0,Low
356,TXN_9987791,Milk Products,36.5,2.0,73.0,Digital Wallet,In-store,2022-10-07,True,October,Friday,4,Medium,36.5,0,0,High
357,TXN_2540564,Computers and electric accessories,11.0,1.0,11.0,Cash,Online,2023-08-18,Unknown,August,Friday,3,Low,11.0,0,0,Low
358,TXN_9659532,Furniture,9.5,8.0,76.0,Cash,In-store,2023-01-08,True,January,Sunday,1,Medium,9.5,0,0,Low
359,TXN_1783309,Patisserie,26.0,9.0,234.0,Credit Card,Online,2023-01-17,Unknown,January,Tuesday,1,High,26.0,1,0,Medium
360,TXN_6908704,Electric household essentials,26.0,6.0,156.0,Digital Wallet,In-store,2024-02-04,True,February,Sunday,1,Medium,26.0,0,0,Medium
361,TXN_6596970,Food,21.5,6.0,129.0,Credit Card,In-store,2023-10-29,True,October,Sunday,4,Medium,21.5,0,0,Medium
362,TXN_1742336,Patisserie,23.0,4.0,92.0,Credit Card,Online,2022-03-08,False,March,Tuesday,1,Medium,23.0,0,0,Medium
363,TXN_7738273,Beverages,8.0,9.0,72.0,Cash,Online,2024-03-23,Unknown,March,Saturday,1,Medium,8.0,0,0,Low
364,TXN_2232768,Food,33.5,9.0,301.5,Digital Wallet,In-store,2024-09-29,False,September,Sunday,3,High,33.5,1,0,High
365,TXN_4863238,Food,20.0,4.0,80.0,Credit Card,In-store,2022-11-16,True,November,Wednesday,4,Medium,20.0,0,0,Medium
366,TXN_9409545,Electric household essentials,36.5,7.0,255.5,Credit Card,Online,2022-02-24,Unknown,February,Thursday,1,High,36.5,1,0,High
367,TXN_5426614,Milk Products,26.0,7.0,182.0,Digital Wallet,Online,2022-08-06,Unknown,August,Saturday,3,High,26.0,0,0,Medium
368,TXN_1712455,Butchers,11.0,9.0,99.0,Credit Card,In-store,2024-03-11,Unknown,March,Monday,1,Medium,11.0,0,0,Low
369,TXN_7017598,Patisserie,9.5,6.0,57.0,Credit Card,Online,2023-06-07,Unknown,June,Wednesday,2,Low,9.5,0,0,Low
370,TXN_7222601,Electric household essentials,21.5,2.0,43.0,Cash,Online,2022-09-10,False,September,Saturday,3,Low,21.5,0,0,Medium
371,TXN_7864933,Beverages,29.0,1.0,29.0,Cash,In-store,2022-11-29,True,November,Tuesday,4,Low,29.0,0,0,Medium
372,TXN_7383288,Milk Products,26.0,6.0,156.0,Digital Wallet,In-store,2022-08-12,Unknown,August,Friday,3,Medium,26.0,0,0,Medium
373,TXN_8228155,Butchers,23.0,5.0,115.0,Credit Card,Online,2022-08-19,True,August,Friday,3,Medium,23.0,0,0,Medium
374,TXN_9564689,Patisserie,24.5,4.0,98.0,Cash,Online,2022-04-06,Unknown,April,Wednesday,2,Medium,24.5,0,0,Medium
375,TXN_8504691,Milk Products,5.0,1.0,5.0,Credit Card,Online,2023-12-21,True,December,Thursday,4,Low,5.0,0,0,Low
